,pageid,ns,por_pageid,por_ns,rwp_pageid,rwp_ns
"Котляров, Владимир Соломонович",1343274.0,0.0,1343274.0,0.0,,
"Котов, Владимир Петрович",4209382.0,0.0,,,,
"Котомцев, Максим Евгеньевич",8464251.0,0.0,8464251.0,0.0,,
"Котюх, Игорь Владимирович",1729915.0,0.0,,,,
"Коц, Аркадий Яковлевич",1108143.0,0.0,1108143.0,0.0,,
"Кочетков, Александр Сергеевич",650707.0,0.0,650707.0,0.0,,
"Кошель, Пётр Агеевич",2166540.0,0.0,2166540.0,0.0,,
"Кошкаров, Сергей Николаевич",2530778.0,0.0,2530778.0,0.0,,
"Кравцов, Константин Павлович",1888060.0,0.0,1888060.0,0.0,,
"Крайский, Алексей Петрович",4246844.0,0.0,,,,
"Крамаренко, Виктор Викторович",5179050.0,0.0,5179050.0,0.0,,
"Крапчан, Борис Шоломович",4857162.0,0.0,,,,
"Красильников, Михаил (поэт)",8093865.0,0.0,,,,
"Красников, Геннадий Николаевич",7584226.0,0.0,7584226.0,0.0,,
"Краснова, Нина Петровна",173755.0,0.0,173755.0,0.0,173755.0,0.0
"Краснопольский, Валерий Липович",3468222.0,0.0,3468222.0,0.0,,
Саша Красный,800337.0,0.0,800337.0,0.0,,
"Красовицкий, Станислав Яковлевич",257504.0,0.0,257504.0,0.0,,
"Крастошевский, Кирилл Эдуардович",3825862.0,0.0,3825862.0,0.0,,
"Крейд, Вадим Прокопьевич",148843.0,0.0,,,,
"Крепс, Михаил Борисович",148867.0,0.0,,,,
"Кривин, Феликс Давидович",979955.0,0.0,979955.0,0.0,,
"Кривулин, Виктор Борисович",405011.0,0.0,405011.0,0.0,,
"Кригер, Илья Борисович",1683803.0,0.0,1683803.0,0.0,,
"Кропивницкий, Евгений Леонидович",864505.0,0.0,864505.0,0.0,,
Эмиль Кроткий,313419.0,0.0,,,,
"Круглов, Сергей Геннадьевич",1306158.0,0.0,1306158.0,0.0,,
"Кружков, Григорий Михайлович",140874.0,0.0,140874.0,0.0,,
"Крузенштерн-Петерец, Юстина Владимировна",3758889.0,0.0,,,,
"Крук, Нора",8021121.0,0.0,,,,
"Крылов, Александр Абрамович",86853.0,0.0,,,,
"Крюков, Александр Павлович",86901.0,0.0,,,,
"Кубанёв, Василий Михайлович",77970.0,0.0,77970.0,0.0,,
"Кублановский, Юрий Михайлович",36837.0,0.0,36837.0,0.0,,
"Кубрик, Алексей Анатольевич",1794548.0,0.0,1794548.0,0.0,,
"Кугушева, Наталья Петровна",4135057.0,0.0,4135057.0,0.0,,
"Кудашева, Раиса Адамовна",21026.0,0.0,21026.0,0.0,21026.0,0.0
"Кудимова, Марина Владимировна",36861.0,0.0,36861.0,0.0,,
"Кудлачёв, Виктор Семёнович",5264188.0,0.0,,,,
"Кудрявицкий, Анатолий Исаевич",559154.0,0.0,,,,
"Кудрявцев, Демьян Борисович",1406368.0,0.0,1406368.0,0.0,,
"Кудрявцев, Игорь Николаевич",1970661.0,0.0,1970661.0,0.0,,
"Кудряков, Борис Александрович",934991.0,0.0,934991.0,0.0,,
"Кузмин, Михаил Алексеевич",197700.0,0.0,197700.0,0.0,,
"Кузнецов, Юрий Поликарпович",274995.0,0.0,274995.0,0.0,,
"Кузнецова, Галина Николаевна",639793.0,0.0,,,,
"Кузнецова, Светлана Александровна (поэтесса)",3326439.0,0.0,3326439.0,0.0,3326439.0,0.0
"Кузовлева, Татьяна Витальевна",7427512.0,0.0,7427512.0,0.0,,
"Кузьмин, Дмитрий Владимирович",161237.0,0.0,,,,
"Кузьминский, Константин Константинович",148876.0,0.0,148876.0,0.0,,
"Кузьмичёв, Егор Кузьмич",6070263.0,0.0,6070263.0,0.0,,
"Кукин, Михаил Юрьевич",5306485.0,0.0,5306485.0,0.0,,
"Куклин, Лев Валерианович",5915435.0,0.0,,,,
"Кукольник, Нестор Васильевич",88076.0,0.0,88076.0,0.0,,
"Кукольник, Павел Васильевич",42854.0,0.0,,,,
"Куланина, Ольга Викторовна",4604680.0,0.0,4604680.0,0.0,,
"Куликов, Борис Николаевич",3155478.0,0.0,3155478.0,0.0,,
"Куликов, Спартак",8563653.0,0.0,,,,
"Кулиш, Иван Фомич",2037461.0,0.0,,,,
"Кулле, Сергей Леонидович",1510963.0,0.0,1510963.0,0.0,,
"Куллэ, Виктор Альфредович",1982842.0,0.0,1982842.0,0.0,,
"Кульчицкий, Михаил Валентинович",1934041.0,0.0,1934041.0,0.0,,
"Куляхтин, Александр Лазаревич",1208984.0,0.0,1208984.0,0.0,,
"Кумминг, Евгений Львович",2658963.0,0.0,,,,
"Кумпан, Елена Андреевна",4765124.0,0.0,4765124.0,0.0,,
"Кунгурцев, Антон Герасимович",3894848.0,0.0,,,,
"Куняев, Станислав Юрьевич",1632270.0,0.0,,,,
"Куприянов, Борис Леонидович",5224993.0,0.0,5224993.0,0.0,,
"Куприянов, Вячеслав Глебович",230906.0,0.0,230906.0,0.0,,
"Куранов, Юрий Николаевич",7474175.0,0.0,7474175.0,0.0,,
"Курганцев, Михаил Абрамович",7677417.0,0.0,,,,
"Курдаков, Евгений Васильевич",2545047.0,0.0,2545047.0,0.0,,
"Курочкин, Василий Степанович",90725.0,0.0,,,,
"Курочкин, Николай Степанович",90726.0,0.0,,,,
"Кусиков, Александр Борисович",223619.0,0.0,223619.0,0.0,,
"Кутасов, Иван Григорьевич",6355163.0,0.0,,,,
"Кутик, Илья Витальевич",183866.0,0.0,183866.0,0.0,,
"Кутилов, Аркадий Павлович",1023743.0,0.0,1023743.0,0.0,,
"Кушнер, Александр Семёнович",126878.0,0.0,126878.0,0.0,,
"Кымытваль, Антонина Александровна",192133.0,0.0,192133.0,0.0,192133.0,0.0
"Лавлинский, Леонард Илларионович",3957253.0,0.0,3957253.0,0.0,,
"Лаврентьев, Максим Игоревич",1334337.0,0.0,1334337.0,0.0,,
"Лавров, Леонид Алексеевич",2647217.0,0.0,2647217.0,0.0,,
"Лагздынь, Гайда Рейнгольдовна",5992962.0,0.0,,,,
"Ладыженский, Владимир Николаевич",98179.0,0.0,98179.0,0.0,,
"Ладыженский, Олег Семёнович",1409573.0,0.0,,,,
"Лазарев, Владимир Яковлевич",1795266.0,0.0,1795266.0,0.0,,
"Лазуткин, Дмитрий Михайлович",1393528.0,0.0,,,,
"Ландман, Михаил Хаимович",4711152.0,0.0,,,,
"Ланн, Евгений Львович",163978.0,0.0,163978.0,0.0,,
"Ланцберг, Владимир Исаакович",85615.0,0.0,85615.0,0.0,,
"Лапикен, Пётр Петрович",3767481.0,0.0,,,,
"Лапин, Борис Матвеевич",2379948.0,0.0,,,,
"Лапин, Владимир Петрович",2281646.0,0.0,2281646.0,0.0,,
"Лаптев, Алексей Михайлович",2287590.0,0.0,,,,
"Лаптев, Михаил Юрьевич",884313.0,0.0,884313.0,0.0,,
"Ларионов, Денис Владимирович",6536071.0,0.0,6536071.0,0.0,,
"Ларионов, Пётр Андреевич",7769191.0,0.0,,,,
"Ласков, Иван Антонович",3582673.0,0.0,,,,
"Латынин, Леонид Александрович",160247.0,0.0,,,,
"Лахман, Гизелла Сигизмундовна",1663688.0,0.0,,,,
"Лебедев-Кумач, Василий Иванович",99664.0,0.0,,,,
"Лебедев, Вячеслав Михайлович (поэт)",1883672.0,0.0,,,,
"Левиков, Александр Ильич",928266.0,0.0,928266.0,0.0,,
"Левин, Александр Шлёмович",278778.0,0.0,278778.0,0.0,,
"Левин, Григорий Михайлович (поэт)",7780344.0,0.0,,,,
"Левин, Константин Ильич",8030000.0,0.0,,,,
"Левин, Минель Иосифович",2919580.0,0.0,,,,
"Левин, Эрик Миронович",1260103.0,0.0,1260103.0,0.0,,
"Левинзон, Рина Семёновна",182514.0,0.0,,,,
"Левит, Иезикиил",4851068.0,0.0,,,,
"Левитанский, Юрий Давидович",192341.0,0.0,192341.0,0.0,,
"Левчин, Рафаэль Залманович",148891.0,0.0,,,,
"Легеза, Дмитрий Владимирович",4623831.0,0.0,4623831.0,0.0,,
"Лейбград, Сергей Моисеевич",1390492.0,0.0,1390492.0,0.0,,
"Лейбин, Валерий Моисеевич",2676931.0,0.0,2676931.0,0.0,,
"Лейкин, Вячеслав Абрамович",179892.0,0.0,179892.0,0.0,,
Г. Лелевич,163973.0,0.0,163973.0,0.0,,
"Леонидов, Павел Леонидович",1343471.0,0.0,,,,
"Леонович, Владимир Николаевич",2414829.0,0.0,2414829.0,0.0,,
"Леонтьев, Александр Юрьевич",176544.0,0.0,176544.0,0.0,,
"Лерман, Александр Анатольевич",3636169.0,0.0,,,,
"Лермонтов, Михаил Юрьевич",32724.0,0.0,,,,
"Лесин, Евгений Эдуардович",2500018.0,0.0,2500018.0,0.0,,
"Лесьмян, Болеслав",193034.0,0.0,,,,
"Летов, Егор",13330.0,0.0,,,,
"Лехциер, Виталий Леонидович",6636024.0,0.0,6636024.0,0.0,,
Лёша Рав,7404729.0,0.0,,,,
"Лещинский, Оскар Моисеевич",3486148.0,0.0,,,,
"Либерман, Семён Петрович",5002090.0,0.0,,,,
"Либерова, Лия Соломоновна",2397217.0,0.0,,,2397217.0,0.0
"Лимонов, Эдуард Вениаминович",88574.0,0.0,88574.0,0.0,,
"Линник, Юрий Владимирович (писатель)",2427574.0,0.0,2427574.0,0.0,,
"Липецкий, Алексей Владимирович",1353555.0,0.0,1353555.0,0.0,,
"Липкин, Семён Израилевич",162603.0,0.0,162603.0,0.0,,
"Липовецкий, Арон",164010.0,0.0,164010.0,0.0,,
"Липскеров, Константин Абрамович",654833.0,0.0,654833.0,0.0,,
"Липшиц, Берта",3869091.0,0.0,,,,
"Лисин, Виктор Андреевич",6040741.0,0.0,6040741.0,0.0,,
"Лисицина, Мария (писательница)",8458432.0,0.0,,,,
"Лиснянская, Инна Львовна",160776.0,0.0,,,,
"Лисянский, Марк Самойлович",456839.0,0.0,456839.0,0.0,,
"Литвак, Светлана Анатольевна",1429346.0,0.0,,,1429346.0,0.0
"Литвинова, Татьяна Александровна",4589849.0,0.0,,,,
"Лифшиц, Владимир Александрович",160846.0,0.0,,,,
"Лиходеев, Леонид Израилевич",154375.0,0.0,,,,
"Лиходзиевский, Степан Иванович",5255923.0,0.0,,,,
"Лобысевич, Пётр Павлович",8463570.0,0.0,,,,
"Лозина-Лозинский, Алексей Константинович",1643155.0,0.0,1643155.0,0.0,,
"Лозина-Лозинский, Владимир Константинович",587135.0,0.0,587135.0,0.0,,
"Лозневой, Александр Никитич",372409.0,0.0,,,,
Василий Ломакин (поэт),4959020.0,0.0,,,,
"Ломоносов, Михаил Васильевич",1024.0,0.0,,,,
"Лонгинов, Михаил Николаевич",1842149.0,0.0,,,,
"Лопушной, Вячеслав Михайлович",4261100.0,0.0,4261100.0,0.0,,
"Лосев, Лев Владимирович",148774.0,0.0,148774.0,0.0,,
"Лохвицкая, Мирра Александровна",270056.0,0.0,270056.0,0.0,,
"Лощилов, Игорь Евгеньевич",6310027.0,0.0,6310027.0,0.0,,
"Лощиц, Юрий Михайлович",383683.0,0.0,,,,
"Луговой, Владимир Моисеевич",3236711.0,0.0,3236711.0,0.0,,
"Луговской, Владимир Александрович",797669.0,0.0,797669.0,0.0,,
"Луговской, Иннокентий Степанович",3518222.0,0.0,3518222.0,0.0,,
"Лукомников, Герман Геннадьевич",887450.0,0.0,887450.0,0.0,,
"Луконин, Михаил Кузьмич",2452216.0,0.0,2452216.0,0.0,,
"Лунин, Виктор Владимирович",3537692.0,0.0,3537692.0,0.0,,
"Лунина, Людмила Семёновна",649603.0,0.0,,,,
"Луцкий, Семён Абрамович",5043137.0,0.0,,,,
"Луцык, Владимир Фёдорович",880545.0,0.0,,,,
"Лысенко, Геннадий Михайлович",6696591.0,0.0,6696591.0,0.0,,
"Лыщинский-Троекуров, Лев Владимирович",5030293.0,0.0,,,,
"Львов, Михаил Давыдович",2798144.0,0.0,,,,
"Львов, Николай Александрович",12277.0,0.0,,,,
"Львова, Надежда Григорьевна",1776211.0,0.0,,,,
"Львовский, Михаил Григорьевич",928287.0,0.0,928287.0,0.0,,
Станислав Львовский,2575272.0,0.0,2575272.0,0.0,,
Константин Льдов,163968.0,0.0,163968.0,0.0,,
"Люгарин, Михаил Михайлович",355041.0,0.0,355041.0,0.0,,
"Лягачев, Олег Александрович",8592.0,0.0,8592.0,0.0,,
"Ляпин, Игорь Иванович",4329664.0,0.0,4329664.0,0.0,,
"Лясковская, Наталья Викторовна",7787908.0,0.0,,,7787908.0,0.0
"Магид, Сергей Яковлевич",176519.0,0.0,176519.0,0.0,,
"Мазин, Александр Владимирович",2330797.0,0.0,2330797.0,0.0,,
"Мазурин, Василий Петрович",2467552.0,0.0,2467552.0,0.0,,
"Мазуркевич, Владимир Александрович",118939.0,0.0,,,,
"Майзельс, Дмитрий Львович",8440598.0,0.0,,,,
"Майков, Василий Иванович",306553.0,0.0,306553.0,0.0,,
"Майков, Иван Алексеевич",1036403.0,0.0,1036403.0,0.0,,
"Майоров, Николай Петрович (поэт)",625872.0,0.0,,,,
"Макаревич, Алексей Лазаревич",2116848.0,0.0,,,,
"Макаревич, Андрей Вадимович",99808.0,0.0,,,,
"Макаров, Василий Александрович",542501.0,0.0,542501.0,0.0,,
"Маков, Николай Иванович",3296557.0,0.0,,,,
"Маковский, Анатолий Владимирович",8581286.0,0.0,8581286.0,0.0,,
"Максимов, Виктор Григорьевич",4730433.0,0.0,4730433.0,0.0,,
"Максимов, Марк Давидович",163960.0,0.0,163960.0,0.0,,
"Макушинский, Алексей Анатольевич",751820.0,0.0,751820.0,0.0,,
"Макшеева, Варвара Дмитриевна",1050934.0,0.0,1050934.0,0.0,,
"Малахов, Сергей Арсеньевич",939593.0,0.0,,,,
"Малиновская, Мария Юрьевна",6341137.0,0.0,,,,
"Мамаенко, Анна Ивановна",4418521.0,0.0,4418521.0,0.0,,
"Мамакаев, Эдуард Арбиевич",5047921.0,0.0,5047921.0,0.0,,
"Мамлин, Геннадий Семёнович",1228159.0,0.0,1228159.0,0.0,,
"Мамченко, Виктор Андреевич",660373.0,0.0,,,,
"Мандельштам, Роальд Чарльсович",157228.0,0.0,157228.0,0.0,,
"Мансуров, Александр Михайлович",5928997.0,0.0,5928997.0,0.0,,
"Мар, Сусанна Георгиевна",1634300.0,0.0,,,1634300.0,0.0
"Маракулин, Павел Павлович",7343533.0,0.0,,,,
"Маренникова, Ксения Валерьевна",2518045.0,0.0,2518045.0,0.0,,
"Мариенгоф, Анатолий Борисович",279342.0,0.0,279342.0,0.0,,
"Марин, Сергей Никифорович",943805.0,0.0,943805.0,0.0,,
"Маркин, Евгений Фёдорович",1683674.0,0.0,1683674.0,0.0,,
"Марков, Владимир Фёдорович",735292.0,0.0,,,,
"Марков, Сергей Николаевич",701235.0,0.0,,,,
"Маркова, Вера Николаевна",2580457.0,0.0,,,2580457.0,0.0
"Маркова, Мария Александровна",2722708.0,0.0,2722708.0,0.0,2722708.0,0.0
"Маркова, Римма Мееровна",3603334.0,0.0,,,3603334.0,0.0
"Март, Венедикт",2416453.0,0.0,,,,
Эрл Мартов,2827570.0,0.0,2827570.0,0.0,,
"Мартынов, Авксентий Матвеевич",7569085.0,0.0,,,,
"Мартынов, Леонид Николаевич",270104.0,0.0,270104.0,0.0,,
"Мартынова, Ольга Борисовна",777697.0,0.0,,,777697.0,0.0
"Мартынова, Татьяна Викторовна",802376.0,0.0,,,,
"Маршак, Самуил Яковлевич",42211.0,0.0,,,,
"Масальский, Константин Петрович",2775145.0,0.0,,,,
"Маслов, Георгий Владимирович",3282791.0,0.0,3282791.0,0.0,,
"Матвеева, Вера Ильинична",40424.0,0.0,,,40424.0,0.0
"Матвеева, Марина Станиславовна",2448069.0,0.0,2448069.0,0.0,,
"Матвеева, Новелла Николаевна",40610.0,0.0,,,40610.0,0.0
"Матусовский, Михаил Львович",932009.0,0.0,,,,
"Мачтет, Григорий Александрович",764728.0,0.0,,,,
"Машевский, Алексей Геннадьевич",293166.0,0.0,293166.0,0.0,,
"Машинская, Ирина Викторовна",148822.0,0.0,,,,
"Машковцев, Владилен Иванович",355727.0,0.0,355727.0,0.0,,
"Маяковский, Владимир Владимирович",30841.0,0.0,,,,
"Медведев, Кирилл Феликсович",1921498.0,0.0,,,,
"Медведева, Наталия Георгиевна",17680.0,0.0,17680.0,0.0,17680.0,0.0
"Межиров, Александр Петрович",625828.0,0.0,,,,
"Межурицкий, Пётр Владленович",2721787.0,0.0,,,,
"Мей, Лев Александрович",270106.0,0.0,,,,
"Меламед, Игорь Сунерович",1615165.0,0.0,1615165.0,0.0,,
"Меламуд, Александр Леонидович",6992309.0,0.0,,,,
"Меликов, Георгий Александрович",4094768.0,0.0,,,,
"Мельников, Виктор Николаевич (бард)",430883.0,0.0,430883.0,0.0,,
"Мельников, Николай Алексеевич (писатель)",2213637.0,0.0,2213637.0,0.0,,
"Менделевич, Родион Абрамович",7633186.0,0.0,,,,
"Мережковский, Дмитрий Сергеевич",45848.0,0.0,,,,
"Мережников, Николай Яковлевич",1674521.0,0.0,1674521.0,0.0,,
"Мерзляков, Алексей Фёдорович",1263380.0,0.0,,,,
"Меркурьева, Вера Александровна",1829227.0,0.0,1829227.0,0.0,,
"Месропян, Александр Генрикович",2005501.0,0.0,2005501.0,0.0,,
"Месяц, Вадим Геннадиевич",148853.0,0.0,148853.0,0.0,,
"Метелица, Семён Борисович",2965536.0,0.0,,,,
"Метс, Арво Антонович",987628.0,0.0,987628.0,0.0,,
"Мещеряков, Александр Николаевич (историк)",2275261.0,0.0,2275261.0,0.0,,
"Милавин, Борис Васильевич",3651324.0,0.0,3651324.0,0.0,,
"Милонов, Михаил Васильевич",223285.0,0.0,,,,
"Милорадович, Александра Александровна",4709612.0,0.0,,,,
"Милославский, Юрий Георгиевич",1018340.0,0.0,1018340.0,0.0,,
"Милькеев, Евгений Лукич",5591351.0,0.0,5591351.0,0.0,,
"Минаев, Дмитрий Дмитриевич",756613.0,0.0,,,,
"Минаков, Станислав Александрович",766285.0,0.0,,,,
"Минакова, Анна Станиславовна",757133.0,0.0,,,,
"Минин, Евгений Аронович",593385.0,0.0,,,,
"Минский, Николай Максимович",48881.0,0.0,48881.0,0.0,,
"Мирзаев, Арсен Магомедович",4035170.0,0.0,4035170.0,0.0,,
"Миркина, Зинаида Александровна",253970.0,0.0,253970.0,0.0,,
"Миронов, Александр Николаевич",3827272.0,0.0,3827272.0,0.0,,
"Мирошенский, Данил Семёнович",7184756.0,0.0,,,,
"Митта, Иван Егорович",7477606.0,0.0,,,,
"Михайлик, Юрий Николаевич",1648198.0,0.0,,,,
"Михайлов, Михаил Ларионович",1215619.0,0.0,1215619.0,0.0,,
"Михайловский, Василий Яковлевич",7256073.0,0.0,,,,
"Михалков, Михаил Владимирович",1060950.0,0.0,1060950.0,0.0,,
"Михалков, Сергей Владимирович",10582.0,0.0,,,,
"Михеев, Василий Михайлович",2732711.0,0.0,2732711.0,0.0,,
"Мнацаканова, Елизавета Аркадьевна",784148.0,0.0,,,784148.0,0.0
"Мнацаканян, Сергей Мигранович",8087932.0,0.0,,,,
"Могилевер, Юлия Исаевна",254005.0,0.0,,,,
"Могильницкий, Вадим Анатольевич",6288761.0,0.0,,,,
"Модзалевский, Лев Николаевич",1486340.0,0.0,,,,
"Молодый, Вадим Амиадович",8475399.0,0.0,,,,
"Молчанов-Сибирский, Иван Иванович",1062121.0,0.0,,,,
"Моносзон, Лев Исаакович",880356.0,0.0,880356.0,0.0,,
"Моран, Рувим Давидович",915742.0,0.0,915742.0,0.0,,
"Мордвинов, Исаакий Петрович",5330190.0,0.0,,,,
"Морейно, Сергей Михайлович",8451243.0,0.0,,,,
"Мориц, Юнна Петровна",160777.0,0.0,,,,
"Морозкина, Елена Николаевна",4152138.0,0.0,,,,
"Морозов, Владимир Игоревич",7550009.0,0.0,7550009.0,0.0,,
"Морозов, Владимир Фёдорович",3326282.0,0.0,,,,
"Морозов, Николай Александрович",23599.0,0.0,,,,
"Мосинцев, Александр Фёдорович",2440740.0,0.0,2440740.0,0.0,,
"Мотрич, Владимир Михайлович",1029747.0,0.0,,,,
"Мочалов, Лев Всеволодович",4178296.0,0.0,4178296.0,0.0,,
"Мошковская, Эмма Эфраимовна",1328980.0,0.0,1328980.0,0.0,,
"Мунштейн, Леонид Григорьевич",1352685.0,0.0,,,,
"Муравьёв, Евгений Иванович",3251251.0,0.0,,,,
"Муравьёв, Михаил Никитич",1759922.0,0.0,,,,
"Муравьёва, Надежда Владимировна",3133537.0,0.0,,,3133537.0,0.0
"Мусин-Пушкин, Семён Александрович",2767699.0,0.0,,,,
"Муха, Владимир Дмитриевич",6746927.0,0.0,,,,
"Муха, Рената Григорьевна",1947841.0,0.0,,,,
"Мятлев, Иван Петрович",106766.0,0.0,,,,
"Набоков, Владимир Владимирович",30447.0,0.0,,,,
"Навроцкий, Александр Александрович (1839—1914)",38122.0,0.0,,,,
"Надеев, Сергей Александрович",3355895.0,0.0,3355895.0,0.0,,
"Найман, Анатолий Генрихович",935495.0,0.0,935495.0,0.0,,
"Наль, Анатолий Миронович",3761576.0,0.0,,,,
"Наль, Анна Анатольевна",1917392.0,0.0,1917392.0,0.0,,
"Нальянч, Сергей Иванович",5028613.0,0.0,,,,
"Наппельбаум, Лиля Моисеевна",934649.0,0.0,934649.0,0.0,,
"Наровчатов, Сергей Сергеевич",262900.0,0.0,262900.0,0.0,,
"Нарышкин, Василий Васильевич (статский советник)",7849344.0,0.0,,,,
"Наседкин, Василий Фёдорович",5335717.0,0.0,5335717.0,0.0,,
"Насимович, Александр Фёдорович",6559199.0,0.0,,,,
"Наумова, Елена Станиславовна",3890688.0,0.0,,,,
"Нахимов, Аким Николаевич",253363.0,0.0,,,,
"Невахович, Александр Львович",5300007.0,0.0,,,,
"Невзглядова, Елена Всеволодовна",3503552.0,0.0,3503552.0,0.0,,
"Невзоров, Максим Иванович",353774.0,0.0,,,,
Георгий Недгар,3642410.0,0.0,3642410.0,0.0,,
"Недогонов, Алексей Иванович",2447093.0,0.0,,,,
"Нежинцев, Евгений Саввич",4155420.0,0.0,,,,
"Нейман, Юлия Моисеевна",751151.0,0.0,,,,
"Нейштадт, Владимир Ильич",1741037.0,0.0,,,,
"Некипелов, Виктор Александрович",1050456.0,0.0,,,,
"Некрасов, Всеволод Николаевич",1025573.0,0.0,1025573.0,0.0,,
"Некрасов, Николай Алексеевич",32722.0,0.0,,,,
"Некрасов, Николай Владимирович",6318590.0,0.0,,,,
"Некрасова, Ксения Александровна",1679455.0,0.0,,,,
"Нелединский-Мелецкий, Юрий Александрович",2422633.0,0.0,,,,
"Немиров, Мирослав Маратович",126895.0,0.0,126895.0,0.0,,
"Немировский, Александр Иосифович",615518.0,0.0,,,,
"Немцев, Михаил Юрьевич",5932793.0,0.0,,,,
"Непомнящий, Александр Евгеньевич",625358.0,0.0,625358.0,0.0,,
"Нерпина, Галина Николаевна",7434273.0,0.0,7434273.0,0.0,,
"Несмелов, Арсений Иванович",317300.0,0.0,317300.0,0.0,,
"Нестерова, Елена Васильевна",3157857.0,0.0,3157857.0,0.0,,
"Нечаев, Антон Николаевич",2186182.0,0.0,2186182.0,0.0,,
"Нечаев, Егор Ефимович",2619401.0,0.0,2619401.0,0.0,,
"Никитин, Евгений Сергеевич",1881304.0,0.0,1881304.0,0.0,,
"Никитин, Иван Саввич",3699904.0,0.0,3699904.0,0.0,,
"Николаевская, Елена Матвеевна",3772945.0,0.0,3772945.0,0.0,,
"Николев, Николай Петрович",1975321.0,0.0,1975321.0,0.0,,
"Никольский, Борис Владимирович",3676427.0,0.0,,,,
"Никонов, Алексей Валерьевич",2642023.0,0.0,,,,
Ры Никонова,318412.0,0.0,318412.0,0.0,,
"Никулин, Лев Вениаминович",971437.0,0.0,,,,
"Нилин, Михаил Павлович",7706204.0,0.0,7706204.0,0.0,,
"Новгород-Северский, Иван Иванович",2621862.0,0.0,,,,
"Новиков, Денис Геннадиевич",1867252.0,0.0,1867252.0,0.0,,
"Новиков, Иван Алексеевич",2623762.0,0.0,2623762.0,0.0,,
"Ножкин, Михаил Иванович",934962.0,0.0,,,,
"Нугатов, Валерий Викторович",1016152.0,0.0,1016152.0,0.0,,
"Нузброх, Леонид Михайлович",6007143.0,0.0,,,,
"Обойщиков, Кронид Александрович",2717266.0,0.0,2717266.0,0.0,,
"Оболдуев, Георгий Николаевич",924345.0,0.0,924345.0,0.0,,
"Оболенский, Леонид Егорович",1834853.0,0.0,,,,
"Оборин, Лев Владимирович",6018306.0,0.0,,,,
"Обрадович, Сергей Александрович",2630630.0,0.0,2630630.0,0.0,,
"Овсянников, Сергей Данилович",4100682.0,0.0,4100682.0,0.0,,
"Одарченко, Юрий Павлович",717489.0,0.0,717489.0,0.0,,
"Одоевский, Александр Иванович",377943.0,0.0,,,,
"Ожиганов, Александр Фёдорович",86383.0,0.0,86383.0,0.0,,
"Озеров, Владислав Александрович",1335370.0,0.0,1335370.0,0.0,,
"Озеров, Лев Адольфович",253825.0,0.0,,,,
"Ознобишин, Дмитрий Петрович",2570977.0,0.0,,,,
"Озолин, Вильям Янович",986259.0,0.0,986259.0,0.0,,
"Ойслендер, Александр Ефимович",6697607.0,0.0,,,,
"Оксёнов, Иннокентий Александрович",5354020.0,0.0,,,,
"Окснер, Яков Викторович",4037477.0,0.0,4037477.0,0.0,,
"Окуджава, Булат Шалвович",24680.0,0.0,24680.0,0.0,,
"Окунев, Юрий Абрамович",7540743.0,0.0,,,,
"Окунь, Михаил Евсеевич",898505.0,0.0,898505.0,0.0,,
"Олев, Наум Миронович",354558.0,0.0,354558.0,0.0,,
"Олейников, Николай Макарович",14052.0,0.0,14052.0,0.0,,
"Оленин, Константин Иванович",5033409.0,0.0,,,,
"Олимпов, Константин Константинович",3055756.0,0.0,3055756.0,0.0,,
"Олин, Валериан Николаевич",5158290.0,0.0,,,,
Алексей Ольгин,2069379.0,0.0,,,,
"Ольхон, Анатолий Сергеевич",3826340.0,0.0,,,,
"Ольшанская, Евдокия Мироновна",6399209.0,0.0,,,,
"Ольшванг, Хельга Юльевна",149390.0,0.0,,,,
"Ольшевский, Рудольф Александрович",1104041.0,0.0,,,,
"Омар, Канат",1537424.0,0.0,,,,
"Омулевский, Иннокентий Васильевич",2121813.0,0.0,,,,
"Оношкович-Яцына, Ада Ивановна",3154085.0,0.0,3154085.0,0.0,,
"Орешин, Пётр Васильевич",73667.0,0.0,73667.0,0.0,,
"Орлицкий, Юрий Борисович",6323373.0,0.0,,,,
"Орлов, Сергей Сергеевич",1205928.0,0.0,1205928.0,0.0,,
"Орлова-Маркграф, Нина Густавовна",8197827.0,0.0,,,8197827.0,0.0
"Орлова, Василина Александровна",456804.0,0.0,456804.0,0.0,,
"Орловский, Андрей Алексеевич",7261997.0,0.0,,,,
Орлуша,3765072.0,0.0,3765072.0,0.0,,
"Осипов, Олег Петрович",142392.0,0.0,142392.0,0.0,,
"Остолопов, Николай Фёдорович",3208889.0,0.0,,,,
"Островой, Сергей Григорьевич",1707129.0,0.0,,,,
"Остудин, Алексей Игоревич",3659904.0,0.0,3659904.0,0.0,,
"Осыков, Александр Иванович",7985959.0,0.0,7985959.0,0.0,,
"Отрада, Николай Карпович",3846319.0,0.0,3846319.0,0.0,,
"Охапкин, Олег Александрович",1998762.0,0.0,1998762.0,0.0,,
"Очеретянский, Александр Иосифович",148885.0,0.0,,,,
"Ошанин, Лев Иванович",206726.0,0.0,,,,
"Павлинов, Владимир Константинович",3157253.0,0.0,,,,
"Павлов, Александр Борисович (поэт)",309762.0,0.0,309762.0,0.0,,
"Павлов, Игорь Иванович",1658204.0,0.0,,,,
"Павлов, Николай Филиппович",238331.0,0.0,,,,
"Павлова, Вера Анатольевна",160778.0,0.0,160778.0,0.0,,
