,pageid,ns,por_pageid,por_ns,rwp_pageid,rwp_ns
"Гатина, Дина",4536343.0,0.0,,,4536343.0,0.0
"Гатов, Александр Борисович",6007826.0,0.0,6007826.0,0.0,,
"Гафт, Валентин Иосифович",120964.0,0.0,120964.0,0.0,,
"Гашев, Борис Владимирович",6682217.0,0.0,6682217.0,0.0,,
"Гвоздев, Павел Александрович",5889357.0,0.0,,,,
"Гедройц, Вера Игнатьевна",1385643.0,0.0,,,1385643.0,0.0
"Гедымин, Анна Юрьевна",2432893.0,0.0,,,2432893.0,0.0
"Геевский, Степан Лукич",5915851.0,0.0,,,,
"Гейде, Марианна Марковна",103173.0,0.0,103173.0,0.0,,
"Гейнцельман, Анатолий Соломонович",3502030.0,0.0,3502030.0,0.0,,
"Гельман, Александр Исаакович",300758.0,0.0,300758.0,0.0,,
"Генделев, Михаил Самуэлевич",2297650.0,0.0,2297650.0,0.0,,
"Генке, Герберт Густавович",4424209.0,0.0,,,,
"Георгадзе, Марина Александровна",3475994.0,0.0,3475994.0,0.0,,
"Георгиевский, Иван Васильевич (литератор)",8457663.0,0.0,,,,
"Герасимов, Михаил Прокофьевич",1690696.0,0.0,1690696.0,0.0,,
"Гербель, Николай Васильевич",33519.0,0.0,,,,
"Герман, Павел Давыдович",3129749.0,0.0,,,,
"Герцик, Владимир Маркович",7861187.0,0.0,,,,
"Герцык, Аделаида Казимировна",741829.0,0.0,,,,
"Гершенович, Марина Иосифовна",133211.0,0.0,,,133211.0,0.0
"Герштейн, Михаил Львович",3057348.0,0.0,,,,
"Гершуни, Владимир Львович",4637389.0,0.0,4637389.0,0.0,,
"Гехт, Семён Григорьевич",1704781.0,0.0,,,,
"Гиваргизов, Артур Александрович",1681238.0,0.0,1681238.0,0.0,,
"Гиляровский, Владимир Алексеевич",82033.0,0.0,,,,
"Гингер, Александр Самсонович",721297.0,0.0,721297.0,0.0,,
"Гиппиус, Владимир Васильевич",1281692.0,0.0,,,,
"Гитович, Александр Ильич",2240231.0,0.0,,,,
"Глазков, Николай Иванович",901484.0,0.0,901484.0,0.0,,
"Гланц, Анатолий Франкович",587108.0,0.0,,,,
"Глебов, Борис Дмитриевич",2850379.0,0.0,2850379.0,0.0,,
"Глезер, Александр Давидович",148831.0,0.0,,,,
"Глейзаров, Николай Валентинович",354693.0,0.0,,,,
"Гловюк, Сергей Николаевич",4882014.0,0.0,4882014.0,0.0,,
"Глушкевич, Мариан Феофилович",880049.0,0.0,880049.0,0.0,,
"Глушков, Дмитрий Иванович",5965583.0,0.0,5965583.0,0.0,,
"Гмырёв, Алексей Михайлович",6860195.0,0.0,6860195.0,0.0,,
"Гнедич, Николай Иванович",174996.0,0.0,,,,
"Гнедич, Татьяна Григорьевна",1061705.0,0.0,1061705.0,0.0,,
"Големба, Александр",1975483.0,0.0,1975483.0,0.0,,
"Голенищев-Кутузов, Павел Иванович",2850469.0,0.0,2850469.0,0.0,,
"Голиков, Владимир Митрофанович",1828768.0,0.0,1828768.0,0.0,,
"Голицын, Дмитрий Петрович",2209135.0,0.0,,,,
"Голков, Виктор Игоревич",1353207.0,0.0,,,,
"Головенчиц, Михаил Ефимович",199576.0,0.0,199576.0,0.0,,
"Голодный, Михаил Семёнович",722416.0,0.0,,,,
"Голосов, Лукьян Тимофеевич",2516331.0,0.0,,,,
"Голосов, Павел Павлович",3412707.0,0.0,3412707.0,0.0,,
"Голохвастов, Георгий Владимирович",1823475.0,0.0,1823475.0,0.0,,
"Голубков, Дмитрий Николаевич",1619168.0,0.0,,,,
"Гольденберг, Яков Маркович",6935410.0,0.0,,,,
"Гольдин, Игорь Маркович",3530285.0,0.0,3530285.0,0.0,,
"Гольц-Миллер, Иван Иванович",6325069.0,0.0,,,,
"Голяков, Яков Абрамович",6351930.0,0.0,6351930.0,0.0,,
"Голяховский, Владимир Юльевич",4781898.0,0.0,,,,
"Гомолицкий, Лев Николаевич",1876971.0,0.0,,,,
"Гонорский, Разумник Тимофеевич",2079075.0,0.0,,,,
"Гончаренко, Сергей Филиппович",1142819.0,0.0,1142819.0,0.0,,
"Гончаров, Виктор Михайлович",2020834.0,0.0,2020834.0,0.0,,
"Гончаров, Владимир Андреевич",6368296.0,0.0,6368296.0,0.0,,
"Гончаров, Юрий Фёдорович",4597061.0,0.0,,,,
"Гоппе, Герман Борисович",5040674.0,0.0,,,,
"Горбов, Яков Николаевич",4859960.0,0.0,,,,
"Горбовская, Екатерина Александровна",4468891.0,0.0,,,,
"Горбовский, Глеб Яковлевич",1745512.0,0.0,,,,
"Горбунов, Дмитрий Максимович",3718521.0,0.0,3718521.0,0.0,,
"Горбунова, Алла Глебовна",3536432.0,0.0,,,3536432.0,0.0
"Гордейчев, Владимир Григорьевич",1747236.0,0.0,1747236.0,0.0,,
"Гордиенко, Юрий Петрович",6902002.0,0.0,,,,
"Гордон, Гарри Борисович",683084.0,0.0,683084.0,0.0,,
"Гордон, Марк Захарович",6263911.0,0.0,6263911.0,0.0,,
"Горенко, Анна",280806.0,0.0,,,,
"Горинштейн, Павел Григорьевич",3129560.0,0.0,3129560.0,0.0,,
"Горлин, Михаил Генрихович",1762011.0,0.0,,,,
"Горнон, Александр Георгиевич",3910579.0,0.0,3910579.0,0.0,,
"Городницкий, Александр Моисеевич",59283.0,0.0,59283.0,0.0,,
"Горохов, Прохор Григорьевич",403268.0,0.0,403268.0,0.0,,
"Горский, Александр Константинович",423664.0,0.0,423664.0,0.0,,
"Горский, Пётр Никитич",425535.0,0.0,425535.0,0.0,,
"Горчаков, Владислав Николаевич",409872.0,0.0,409872.0,0.0,,
"Горчаков, Дмитрий Петрович",368973.0,0.0,368973.0,0.0,,
"Горчакова, Елена Сергеевна",400916.0,0.0,400916.0,0.0,,
"Гофман, Виктор Генрихович",6075910.0,0.0,6075910.0,0.0,,
"Гофф, Инна Анатольевна",157249.0,0.0,,,,
"Граве, Леонид Григорьевич",3991977.0,0.0,,,,
"Градов, Пётр Михайлович",1251229.0,0.0,1251229.0,0.0,,
"Грантс, Янис Ильмарович",1592265.0,0.0,1592265.0,0.0,,
"Граубин, Георгий Рудольфович",1596307.0,0.0,,,,
"Гребёнка, Евгений Павлович",575277.0,0.0,,,,
"Гребенщиков, Борис Борисович",36622.0,0.0,,,,
"Гребнев, Анатолий Григорьевич",6666328.0,0.0,,,,
"Гребнев, Наум Исаевич",156674.0,0.0,156674.0,0.0,,
"Гречишкин, Сергей Сергеевич",7744510.0,0.0,7744510.0,0.0,,
"Грибоедов, Александр Сергеевич",89144.0,0.0,,,,
"Григорьев, Аполлон Александрович",48873.0,0.0,,,,
"Григорьев, Василий Никифорович",2749237.0,0.0,,,,
"Григорьев, Геннадий Анатольевич",1615673.0,0.0,1615673.0,0.0,,
"Григорьев, Дмитрий Анатольевич",181403.0,0.0,181403.0,0.0,,
"Григорьев, Игорь Николаевич (поэт)",6068951.0,0.0,,,,
"Григорьев, Константин Андреевич",1544868.0,0.0,1544868.0,0.0,,
"Григорьев, Олег Евгеньевич",450225.0,0.0,450225.0,0.0,,
"Григорьев, Степан Алексеевич",4235699.0,0.0,4235699.0,0.0,,
"Григорьева, Надежда Адольфовна",3373554.0,0.0,3373554.0,0.0,,
"Гридов, Григорий Борисович",4591283.0,0.0,,,,
"Гримберг, Фаина Ионтелевна",4352181.0,0.0,4352181.0,0.0,,
"Гринберг, Савелий Соломонович",165791.0,0.0,165791.0,0.0,,
"Гриневская, Изабелла Аркадьевна",335261.0,0.0,,,,
"Гриценко, Анатолий Иванович",3136724.0,0.0,3136724.0,0.0,,
"Грицман, Андрей Юрьевич",1287120.0,0.0,,,,
"Гришаев, Андрей Робертович",4404006.0,0.0,4404006.0,0.0,,
"Гришай, Борис Николаевич",8103446.0,0.0,8103446.0,0.0,,
"Гришковец, Валерий Фёдорович",4052980.0,0.0,,,,
"Гробман, Михаил Яковлевич",866623.0,0.0,866623.0,0.0,,
"Громов, Павел Петрович",4451760.0,0.0,,,,
"Гронас, Михаил Беньяминович",8442099.0,0.0,,,,
"Гронский, Николай Павлович",661846.0,0.0,661846.0,0.0,,
"Гроссман, Марк Соломонович",1984094.0,0.0,,,,
"Гроховский, Леон Павлович",8275094.0,0.0,8275094.0,0.0,,
"Грудинина, Наталья Иосифовна",3780817.0,0.0,,,3780817.0,0.0
"Грузинов, Иван Васильевич",1213571.0,0.0,1213571.0,0.0,,
"Грузинцев, Александр Николаевич",7549200.0,0.0,7549200.0,0.0,,
"Грунин, Юрий Васильевич",1215835.0,0.0,,,,
"Грушко, Павел Моисеевич",896997.0,0.0,896997.0,0.0,,
"Грязов, Андрей Борисович",4468154.0,0.0,,,,
"Губанов, Леонид Георгиевич",256784.0,0.0,256784.0,0.0,,
"Губер, Эдуард Иванович",4149591.0,0.0,,,,
"Губерман, Игорь Миронович",93540.0,0.0,93540.0,0.0,,
"Гугнин, Александр Александрович",3224524.0,0.0,,,,
"Гуголев, Юлий Феликсович",181220.0,0.0,181220.0,0.0,,
"Гудзенко, Семён Петрович",143939.0,0.0,,,,
"Гузий, Владимир Свиридович",5155959.0,0.0,,,,
"Гурлянд, Илья Яковлевич",984976.0,0.0,,,,
"Гурьян, Владимир Саулович",6622629.0,0.0,,,,
"Гусев, Александр Константинович",2787183.0,0.0,2787183.0,0.0,,
"Гусев, Виктор Михайлович (поэт)",1804627.0,0.0,,,,
"Густов, Лев Дмитриевич",4127669.0,0.0,,,,
"Гутман, Абрам Ефимович",6101099.0,0.0,,,,
"Давыдов, Данила Михайлович",2521375.0,0.0,,,,
"Давыдов, Денис Васильевич",33582.0,0.0,,,,
"Давыдов, Дмитрий Павлович",238184.0,0.0,,,,
"Давыдов, Сергей Давыдович",3156157.0,0.0,3156157.0,0.0,,
"Дальгонин, Илья",6935581.0,0.0,,,,
"Данилов, Евгений Евгеньевич",3483606.0,0.0,3483606.0,0.0,,
"Данильянц, Татьяна Сергеевна",2910079.0,0.0,2910079.0,0.0,,
"Даниэль, Юлий Маркович",165793.0,0.0,,,,
"Дановский, Лев Абрамович",6376681.0,0.0,6376681.0,0.0,,
"Данько, Елена Яковлевна",819317.0,0.0,,,,
"Дарин, Дмитрий Александрович",3710328.0,0.0,3710328.0,0.0,,
"Дашкевич, Татьяна Николаевна",4161241.0,0.0,,,,
"Двинский, Михаил Иосифович",4334399.0,0.0,4334399.0,0.0,,
"Дворецкий, Дмитрий Павлович",5296982.0,0.0,,,,
"Де Лазари, Николай Константинович",4293382.0,0.0,4293382.0,0.0,,
"Девитте, Николай Петрович",1569995.0,0.0,,,,
"Деген, Ион Лазаревич",736240.0,0.0,736240.0,0.0,,
"Дельвиг, Александр Иванович",2870383.0,0.0,,,,
"Дельвиг, Антон Антонович",198170.0,0.0,,,,
"Дементьев, Андрей Дмитриевич",508549.0,0.0,,,,
"Демидов, Олег Владимирович",8451055.0,0.0,,,,
"Демиховский, Ефим Ильич",6109351.0,0.0,,,,
"Демченко, Андрей Николаевич",2066902.0,0.0,2066902.0,0.0,,
"Демьянов, Анатолий Илларионович",7390864.0,0.0,7390864.0,0.0,,
"Денисов, Алексей Алексеевич",75870.0,0.0,75870.0,0.0,,
"Денисов, Николай Ильич",3111634.0,0.0,3111634.0,0.0,,
"Дербенёв, Леонид Петрович",922434.0,0.0,,,,
"Державин, Владимир Васильевич",3818069.0,0.0,,,,
"Державин, Гавриил Романович",36977.0,0.0,,,,
"Дериева, Регина Иосифовна",266652.0,0.0,,,,
"Дерунов, Савва Яковлевич",2525570.0,0.0,,,,
"Дешкин, Георгий Фёдорович",53092.0,0.0,53092.0,0.0,,
"Джангиров, Карен Эдуардович",943844.0,0.0,,,,
"Дидусенко, Михаил Александрович",1021351.0,0.0,1021351.0,0.0,,
"Дижур, Белла Абрамовна",1593689.0,0.0,,,,
"Диксон, Владимир Вальтерович",1794203.0,0.0,,,,
"Димчевский, Николай Владимирович",1507661.0,0.0,1507661.0,0.0,,
"Динабургский, Валентин Давыдович",2133809.0,0.0,2133809.0,0.0,,
